stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\barre\source\repos\PI_2_Tainlandia\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.25041] added dtor for sub_bitmap 0000024D0819FB60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25061] added dtor for sub_bitmap 0000024D0819FD50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25080] added dtor for sub_bitmap 0000024D0819EDD0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25102] added dtor for sub_bitmap 0000024D0819D880, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25615] added dtor for sub_bitmap 0000024D0819D2B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25636] added dtor for sub_bitmap 0000024D081A2030, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25654] added dtor for sub_bitmap 0000024D081A0320, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25672] added dtor for sub_bitmap 0000024D0819F780, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25699] added dtor for sub_bitmap 0000024D0819F3A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25717] added dtor for sub_bitmap 0000024D081A10B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25732] added dtor for sub_bitmap 0000024D081A1E40, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25748] added dtor for sub_bitmap 0000024D0819DC60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25764] added dtor for sub_bitmap 0000024D0819DE50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25779] added dtor for sub_bitmap 0000024D0819F590, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25796] added dtor for sub_bitmap 0000024D0819DA70, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25811] added dtor for sub_bitmap 0000024D0819BF50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25827] added dtor for sub_bitmap 0000024D0819FF40, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25842] added dtor for sub_bitmap 0000024D0819C140, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25856] added dtor for sub_bitmap 0000024D081A1870, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25873] added dtor for sub_bitmap 0000024D081A3390, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25891] added dtor for sub_bitmap 0000024D0819D690, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25912] added dtor for sub_bitmap 0000024D0819B980, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25928] added dtor for sub_bitmap 0000024D0819EFC0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25942] added dtor for sub_bitmap 0000024D0819CED0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25955] added dtor for sub_bitmap 0000024D0819E610, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25969] added dtor for sub_bitmap 0000024D081A2220, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25983] added dtor for sub_bitmap 0000024D0819E040, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26001] added dtor for sub_bitmap 0000024D0819E230, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26016] added dtor for sub_bitmap 0000024D0819F970, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26029] added dtor for sub_bitmap 0000024D0819E420, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26046] added dtor for sub_bitmap 0000024D0819C330, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26062] added dtor for sub_bitmap 0000024D081A0130, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26078] added dtor for sub_bitmap 0000024D0819C520, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26095] added dtor for sub_bitmap 0000024D081A1A60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26110] added dtor for sub_bitmap 0000024D0819BB70, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26128] added dtor for sub_bitmap 0000024D0819E800, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26146] added dtor for sub_bitmap 0000024D0819BD60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26161] added dtor for sub_bitmap 0000024D0819E9F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26178] added dtor for sub_bitmap 0000024D081A2DC0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26194] added dtor for sub_bitmap 0000024D0819EBE0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26208] added dtor for sub_bitmap 0000024D081A1490, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26224] added dtor for sub_bitmap 0000024D081A2FB0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26240] added dtor for sub_bitmap 0000024D081A2410, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26257] added dtor for sub_bitmap 0000024D0819F1B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26274] added dtor for sub_bitmap 0000024D081A2600, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26296] added dtor for sub_bitmap 0000024D081A0510, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26312] added dtor for sub_bitmap 0000024D0819C710, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26327] added dtor for sub_bitmap 0000024D081A1680, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26344] added dtor for sub_bitmap 0000024D0819C900, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26361] added dtor for sub_bitmap 0000024D081A0700, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26376] added dtor for sub_bitmap 0000024D081A31A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26389] added dtor for sub_bitmap 0000024D081A08F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26404] added dtor for sub_bitmap 0000024D081A0AE0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26419] added dtor for sub_bitmap 0000024D081A0CD0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26440] added dtor for sub_bitmap 0000024D081A0EC0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26456] added dtor for sub_bitmap 0000024D081A1C50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26472] added dtor for sub_bitmap 0000024D0819CAF0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26487] added dtor for sub_bitmap 0000024D081A27F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26523] added dtor for sub_bitmap 0000024D0819CCE0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26541] added dtor for sub_bitmap 0000024D081A29E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26559] added dtor for sub_bitmap 0000024D081A2BD0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26575] added dtor for sub_bitmap 0000024D0819D0C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26596] added dtor for sub_bitmap 0000024D081A3580, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26618] added dtor for sub_bitmap 0000024D081AB1E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26635] added dtor for sub_bitmap 0000024D081AA260, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26652] added dtor for sub_bitmap 0000024D081AD2D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26668] added dtor for sub_bitmap 0000024D081ADC80, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26682] added dtor for sub_bitmap 0000024D081AC730, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26699] added dtor for sub_bitmap 0000024D081A7D90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26714] added dtor for sub_bitmap 0000024D081A92E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26730] added dtor for sub_bitmap 0000024D081AA450, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26745] added dtor for sub_bitmap 0000024D081AA640, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26762] added dtor for sub_bitmap 0000024D081AD4C0, func 00007FFE4649118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.26779] removed dtor for bitmap 0000024D07F453A0
dtor     D               dtor.c:196  _al_register_destructor          [   0.26798] added dtor for font 0000024D00D9C580, func 00007FFE8F9A128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.26812] removed dtor for bitmap 0000024D07F45F40
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.26837] opening fundo_tela_teste.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.26901] opening fundo_tela_teste.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26957] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26977] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.26995] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27008] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27023] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27037] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27051] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27063] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.27077] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.27093] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.27107] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.27122] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.27135] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.27277] added dtor for bitmap 0000024D081ADE70, func 00007FFE4649118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.20641] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.20682] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.20772] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.20800] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89695] removed dtor for font 0000024D00D9C580
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89762] removed dtor for sub_bitmap 0000024D07F45970
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89782] removed dtor for sub_bitmap 0000024D07F46130
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89849] removed dtor for sub_bitmap 0000024D07F45B60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89871] removed dtor for sub_bitmap 0000024D07F46320
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89914] removed dtor for sub_bitmap 0000024D07F46510
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89941] removed dtor for sub_bitmap 0000024D07FDF1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.89971] removed dtor for sub_bitmap 0000024D07FDDE90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90026] removed dtor for sub_bitmap 0000024D07FDD4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90058] removed dtor for sub_bitmap 0000024D07FDD8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90074] removed dtor for sub_bitmap 0000024D07FDE460
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90090] removed dtor for sub_bitmap 0000024D07FDEC20
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90106] removed dtor for sub_bitmap 0000024D07FDE650
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90166] removed dtor for sub_bitmap 0000024D07FDEE10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90199] removed dtor for sub_bitmap 0000024D07FDE840
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90218] removed dtor for sub_bitmap 0000024D07FDEA30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90238] removed dtor for sub_bitmap 0000024D07FDE270
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90253] removed dtor for sub_bitmap 0000024D07FDF000
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90284] removed dtor for sub_bitmap 0000024D07FDDAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90377] removed dtor for sub_bitmap 0000024D07FDE080
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90400] removed dtor for sub_bitmap 0000024D07FDD6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90419] removed dtor for sub_bitmap 0000024D07FDDCA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90438] removed dtor for sub_bitmap 0000024D07FE0CC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90454] removed dtor for sub_bitmap 0000024D07FE1C40
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90469] removed dtor for sub_bitmap 0000024D07FE1670
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90504] removed dtor for sub_bitmap 0000024D07FE0EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90525] removed dtor for sub_bitmap 0000024D07FE06F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90542] removed dtor for sub_bitmap 0000024D07FE1860
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90556] removed dtor for sub_bitmap 0000024D07FE0500
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90571] removed dtor for sub_bitmap 0000024D07FE08E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90611] removed dtor for sub_bitmap 0000024D07FE0AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90631] removed dtor for sub_bitmap 0000024D07FE1480
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90647] removed dtor for sub_bitmap 0000024D07FE10A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90663] removed dtor for sub_bitmap 0000024D07FE1290
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90679] removed dtor for sub_bitmap 0000024D07FE1A50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90695] removed dtor for sub_bitmap 0000024D07FE1E30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90713] removed dtor for sub_bitmap 0000024D07FE2020
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90729] removed dtor for sub_bitmap 0000024D07FE2210
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90743] removed dtor for sub_bitmap 0000024D07FE42B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90758] removed dtor for sub_bitmap 0000024D07FE3900
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90774] removed dtor for sub_bitmap 0000024D07FE4C60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90790] removed dtor for sub_bitmap 0000024D07FE5230
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90804] removed dtor for sub_bitmap 0000024D07FE44A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90820] removed dtor for sub_bitmap 0000024D07FE4A70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90835] removed dtor for sub_bitmap 0000024D07FE5040
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90850] removed dtor for sub_bitmap 0000024D07FE4690
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90864] removed dtor for sub_bitmap 0000024D07FE4E50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90878] removed dtor for sub_bitmap 0000024D07FE3AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90895] removed dtor for sub_bitmap 0000024D07FE3ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90913] removed dtor for sub_bitmap 0000024D07FE3520
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90929] removed dtor for sub_bitmap 0000024D07FE3710
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90944] removed dtor for sub_bitmap 0000024D07FE40C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90960] removed dtor for sub_bitmap 0000024D07FE4880
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90974] removed dtor for sub_bitmap 0000024D07FE3CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.90989] removed dtor for sub_bitmap 0000024D07FE8060
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91007] removed dtor for sub_bitmap 0000024D07FE6EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91021] removed dtor for sub_bitmap 0000024D07FE7A90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91048] removed dtor for sub_bitmap 0000024D07FE72D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91065] removed dtor for sub_bitmap 0000024D07FE7C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91080] removed dtor for sub_bitmap 0000024D07FE78A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91095] removed dtor for sub_bitmap 0000024D07FE8250
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91169] removed dtor for sub_bitmap 0000024D07FE6730
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91189] removed dtor for sub_bitmap 0000024D07FE7E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91266] removed dtor for sub_bitmap 0000024D07FE74C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91305] removed dtor for sub_bitmap 0000024D07FE6920
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91341] removed dtor for sub_bitmap 0000024D07FE6540
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91360] removed dtor for sub_bitmap 0000024D07FE6B10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91377] removed dtor for sub_bitmap 0000024D07FE6D00
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91393] removed dtor for sub_bitmap 0000024D07FE70E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91408] removed dtor for sub_bitmap 0000024D07FE76B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91422] removed dtor for sub_bitmap 0000024D07FE9F30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91437] removed dtor for sub_bitmap 0000024D07FEA8E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91451] removed dtor for sub_bitmap 0000024D07FE9960
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91467] removed dtor for sub_bitmap 0000024D07FEACC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91483] removed dtor for sub_bitmap 0000024D07FEAAD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91498] removed dtor for sub_bitmap 0000024D07FEB670
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91511] removed dtor for sub_bitmap 0000024D07FEA6F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91526] removed dtor for sub_bitmap 0000024D07FEAEB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91541] removed dtor for sub_bitmap 0000024D07FEB0A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91556] removed dtor for sub_bitmap 0000024D07FEB290
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91571] removed dtor for sub_bitmap 0000024D07FEA120
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91586] removed dtor for sub_bitmap 0000024D07FE9B50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91604] removed dtor for sub_bitmap 0000024D07FEA310
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91621] removed dtor for sub_bitmap 0000024D07FE9D40
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91645] removed dtor for sub_bitmap 0000024D07FEA500
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91659] removed dtor for sub_bitmap 0000024D07FEB480
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91673] removed dtor for sub_bitmap 0000024D07FEE4A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91687] removed dtor for sub_bitmap 0000024D07FED140
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91703] removed dtor for sub_bitmap 0000024D07FEDAF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91717] removed dtor for sub_bitmap 0000024D07FECB70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91731] removed dtor for sub_bitmap 0000024D07FEDED0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91747] removed dtor for sub_bitmap 0000024D07FEE0C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91765] removed dtor for sub_bitmap 0000024D07FED900
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91781] removed dtor for sub_bitmap 0000024D07FEDCE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91800] removed dtor for sub_bitmap 0000024D07FECD60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91817] removed dtor for sub_bitmap 0000024D07FED520
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91835] removed dtor for sub_bitmap 0000024D07FECF50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91852] removed dtor for sub_bitmap 0000024D07FED330
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91870] removed dtor for sub_bitmap 0000024D07FEE2B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91886] removed dtor for sub_bitmap 0000024D07FED710
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91903] removed dtor for sub_bitmap 0000024D07FEE690
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91921] removed dtor for sub_bitmap 0000024D07FEC980
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91938] removed dtor for sub_bitmap 0000024D07FEFA60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91956] removed dtor for sub_bitmap 0000024D07FEF870
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.91973] removed dtor for sub_bitmap 0000024D07FEFC50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92006] removed dtor for sub_bitmap 0000024D07FEF0B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92022] removed dtor for sub_bitmap 0000024D07FEF680
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92039] removed dtor for sub_bitmap 0000024D07FF07F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92055] removed dtor for sub_bitmap 0000024D07FF09E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92073] removed dtor for sub_bitmap 0000024D07FEEEC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92090] removed dtor for sub_bitmap 0000024D07FEF2A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92106] removed dtor for sub_bitmap 0000024D07FEF490
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92123] removed dtor for sub_bitmap 0000024D07FEFE40
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92141] removed dtor for sub_bitmap 0000024D07FF0030
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92157] removed dtor for sub_bitmap 0000024D07FF0220
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92177] removed dtor for sub_bitmap 0000024D07FF0410
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92194] removed dtor for sub_bitmap 0000024D07FF0600
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92212] removed dtor for sub_bitmap 0000024D07FEECD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92228] removed dtor for sub_bitmap 0000024D07FF6150
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92248] removed dtor for sub_bitmap 0000024D07FF3C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92267] removed dtor for sub_bitmap 0000024D07FF6340
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92287] removed dtor for sub_bitmap 0000024D07FF4630
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92305] removed dtor for sub_bitmap 0000024D07FF2EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92324] removed dtor for sub_bitmap 0000024D07FF6530
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92341] removed dtor for sub_bitmap 0000024D07FF5B80
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92356] removed dtor for sub_bitmap 0000024D07FF2D00
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92373] removed dtor for sub_bitmap 0000024D07FF55B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92390] removed dtor for sub_bitmap 0000024D07FF4820
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92406] removed dtor for sub_bitmap 0000024D07FF36B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92423] removed dtor for sub_bitmap 0000024D07FF57A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92440] removed dtor for sub_bitmap 0000024D07FF38A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92458] removed dtor for sub_bitmap 0000024D07FF30E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92474] removed dtor for sub_bitmap 0000024D07FF32D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92492] removed dtor for sub_bitmap 0000024D07FF4060
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92512] removed dtor for sub_bitmap 0000024D07FF5D70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92529] removed dtor for sub_bitmap 0000024D07FF6720
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92546] removed dtor for sub_bitmap 0000024D07FF4FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92563] removed dtor for sub_bitmap 0000024D07FF6910
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92580] removed dtor for sub_bitmap 0000024D07FF53C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92599] removed dtor for sub_bitmap 0000024D07FF4440
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92616] removed dtor for sub_bitmap 0000024D07FF51D0
